rsi_period,entry,exit,stop,final,return_pct,trades,win_rate
21,32,65,0.05,1384.4754183498526,-7.701638776676489,21,61.904761904761905
21,34,75,0.12,1382.8717355087633,-7.80855096608245,13,61.53846153846154
10,30,80,0.05,1382.6815051337692,-7.82123299108205,34,64.70588235294117
14,24,55,0.08,1381.9067685264763,-7.872882098234912,19,63.1578947368421
14,24,55,0.1,1381.9067685264763,-7.872882098234912,19,63.1578947368421
14,24,55,0.12,1381.9067685264763,-7.872882098234912,19,63.1578947368421
10,34,80,0.05,1378.822146357658,-8.078523576156126,39,64.1025641025641
21,30,50,0.08,1376.6633149063625,-8.222445672909162,20,65.0
21,30,50,0.1,1376.6633149063625,-8.222445672909162,20,65.0
21,30,50,0.12,1376.6633149063625,-8.222445672909162,20,65.0
10,24,70,0.1,1376.298962665756,-8.246735822282925,33,63.63636363636363
10,24,70,0.12,1376.298962665756,-8.246735822282925,33,63.63636363636363
21,30,75,0.1,1373.0972412094816,-8.460183919367893,10,60.0
